id,title,genres,overview,cast,director,popularity,release_date,vote_average
2831,The Twilight Saga: Eclipse,Adventure Fantasy Drama Romance,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",Kristen Stewart Robert Pattinson Taylor Lautner Ashley Greene Peter Facinelli,David Slade,107.069763,23-06-2010,5.8
56,The Lord of the Rings: The Two Towers,Adventure Fantasy Action,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",Elijah Wood Ian McKellen Viggo Mortensen Liv Tyler Orlando Bloom,Peter Jackson,106.914973,18-12-2002,8.0
246,"Monsters, Inc.",Animation Comedy Family,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",John Goodman Billy Crystal Mary Gibbs Steve Buscemi James Coburn,,106.815545,01-11-2001,7.5
112,The Godfather: Part II,Drama Crime,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",Al Pacino Robert Duvall Diane Keaton Robert De Niro John Cazale,Francis Ford Coppola,105.792936,20-12-1974,8.3
185,Schindler's List,Drama History War,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,Liam Neeson Ben Kingsley Ralph Fiennes Caroline Goodall Jonathan Sagall,Steven Spielberg,104.469351,29-11-1993,8.3
260,The Matrix,Action Science Fiction,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",Keanu Reeves Laurence Fishburne Carrie-Anne Moss Hugo Weaving Gloria Foster,Lilly Wachowski,104.309993,30-03-1999,7.9
264,Men in Black,Action Adventure Comedy Science Fiction,"Men in Black follows the exploits of agents Kay and Jay, members of a top-secret organization established to monitor and police alien activity on Earth. The two Men in Black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies. In order to prevent worlds from colliding, the MiB must track down the terrorist and prevent the destruction of Earth. It's just another typical day for the Men in Black.",Tommy Lee Jones Will Smith Linda Fiorentino Vincent D'Onofrio Rip Torn,Barry Sonnenfeld,104.121555,02-07-1997,6.9
4478,Insurgent,Adventure Science Fiction Thriller,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,Shailene Woodley Theo James Kate Winslet Ansel Elgort Miles Teller,Robert Schwentke,103.718387,18-03-2015,6.2
207,The Green Mile,Fantasy Drama Crime,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",Tom Hanks Michael Clarke Duncan David Morse Bonnie Hunt James Cromwell,Frank Darabont,103.698022,10-12-1999,8.2
4191,Furious 7,Action,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,Vin Diesel Paul Walker Dwayne Johnson Michelle Rodriguez Tyrese Gibson,James Wan,102.322217,01-04-2015,7.3
129,Terminator 2: Judgment Day,Action Thriller Science Fiction,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",Arnold Schwarzenegger Linda Hamilton Robert Patrick Edward Furlong Michael Edwards,James Cameron,101.74155,01-07-1991,7.7
4135,Exodus: Gods and Kings,Adventure Drama Action,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",Christian Bale Joel Edgerton John Turturro Aaron Paul Ben Mendelsohn,Ridley Scott,101.599427,03-12-2014,5.6
301,Harry Potter and the Goblet of Fire,Adventure Fantasy Family,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",Daniel Radcliffe Rupert Grint Emma Watson Ralph Fiennes Michael Gambon,Mike Newell,101.250416,05-11-2005,7.5
4141,Cinderella,Romance Fantasy Family Drama,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",Lily James Cate Blanchett Richard Madden Helena Bonham Carter Stellan Skarsg\u00e5rd,Kenneth Branagh,101.187052,12-03-2015,6.7
4500,It Follows,Horror Thriller,"For 19-year-old Jay, fall should be about school, boys and weekends out at the lake. But a seemingly innocent physical encounter turns sour and gives her the inescapable sense that someone, or something, is following her. Faced with this burden, Jay and her teenage friends must find a way to escape the horror that seems to be only a few steps behind.",Maika Monroe Keir Gilchrist Daniel Zovatto Jake Weary Olivia Luccardi,David Robert Mitchell,100.876794,04-02-2015,6.6
4537,The Revenant,Western Drama Adventure Thriller,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",Leonardo DiCaprio Tom Hardy Will Poulter Domhnall Gleeson Paul Anderson,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu,100.635882,25-12-2015,7.3
4444,San Andreas,Action Drama Thriller,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",Dwayne Johnson Alexandra Daddario Carla Gugino Ioan Gruffudd Archie Panjabi,Brad Peyton,100.412364,27-05-2015,6.0
4110,We're the Millers,Comedy Crime,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,Jason Sudeikis Jennifer Aniston Will Poulter Emma Roberts Ed Helms,Rawson Marshall Thurber,100.348805,07-08-2013,6.8
3873,How to Train Your Dragon 2,Fantasy Action Adventure Animation Comedy,"The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",Jay Baruchel Gerard Butler Kristen Wiig Jonah Hill Cate Blanchett,Dean DeBlois,100.21391,12-06-2014,7.6
256,Titanic,Drama Romance Thriller,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",Kate Winslet Leonardo DiCaprio Frances Fisher Billy Zane Kathy Bates,James Cameron,100.025899,18-11-1997,7.5
3495,The Twilight Saga: Breaking Dawn - Part 2,Adventure Fantasy Drama Romance,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",Kristen Stewart Robert Pattinson Taylor Lautner Peter Facinelli Elizabeth Reaser,Bill Condon,99.687084,13-11-2012,6.1
186,Ice Age,Animation Comedy Family Adventure,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",Ray Romano John Leguizamo Denis Leary Goran Visnjic Jack Black,Chris Wedge,99.561972,10-03-2002,7.1
3789,Thor: The Dark World,Action Adventure Fantasy,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",Chris Hemsworth Natalie Portman Tom Hiddleston Anthony Hopkins Christopher Eccleston,Alan Taylor,99.499595,29-10-2013,6.8
3466,Man of Steel,Action Adventure Fantasy Science Fiction,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",Henry Cavill Amy Adams Michael Shannon Kevin Costner Diane Lane,Zack Snyder,99.398009,12-06-2013,6.5
341,Harry Potter and the Half-Blood Prince,Adventure Fantasy Family,"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.",Daniel Radcliffe Rupert Grint Emma Watson Tom Felton Michael Gambon,David Yates,98.885637,07-07-2009,7.4
4320,Fifty Shades of Grey,Drama Romance Thriller,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",Dakota Johnson Jamie Dornan Jennifer Ehle Eloise Mumford Victor Rasuk,Sam Taylor-Johnson,98.755657,11-02-2015,5.2
